Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source,GPT_JA
INQUISITIVE,38669,189,7.3974605500111045e-09,5.693057918504576e-09,5.743409805286788e-07,187,0,0,0,0,0,0,0,0,4,12of12inf,好奇心旺盛な
INQUISITIVELY,38670,1,3.914000291011166e-11,5.1943424865541956e-11,5.7479266487369384e-08,1,0,0,0,0,0,0,0,0,5,12of12inf,探究的に
INQUISITIVENESS,38671,12,4.6968003492134e-10,2.6227534832618056e-10,9.792884823367125e-08,11,0,0,0,0,0,0,0,0,5,12of12inf,探求心
INQUISITIVENESSES,38672,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,探求心
INQUISITOR,38673,1,3.914000291011166e-11,9.412799973905608e-11,1.0415963897123345e-07,1,0,0,0,0,0,0,0,0,4,12of12inf,異端審問官
INQUISITORIAL,38674,10,3.914000291011165e-10,7.464182915150678e-11,3.593348928023637e-08,9,0,0,0,0,0,0,0,0,6,12of12inf,異端審問の
INQUISITORS,38675,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,異端審問官たち
INROAD,38676,333,1.3033620969067185e-08,1.1560227866190914e-08,2.5762415267125454e-06,95,0,0,0,0,0,0,0,0,2,12of12inf,侵入
INROADS,38677,3532,1.382424902785144e-07,1.61818756863851e-07,1.327807524324471e-05,2797,0,0,0,0,0,0,0,0,2,12of12inf,侵入
INRUSH,38678,130,5.0882003783145164e-09,3.916948797816888e-09,7.109020280163062e-07,71,0,0,0,0,0,0,0,0,2,12of12inf,突入
INRUSHES,38679,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,突入
INS,38680,665628,2.605268185705181e-05,2.693578359969084e-05,0.0016600811737052,289841,0,0,0,0,0,0,0,0,1,12of12inf,インズ
INSALUBRIOUS,38681,1,3.914000291011166e-11,1.8591174579098293e-11,2.057251867221576e-08,1,0,0,0,0,0,0,0,0,5,12of12inf,不健康な
INSANE,38682,756,2.9589842200044418e-08,1.5630987821502757e-08,1.1484032368570654e-06,501,0,0,0,0,0,0,0,0,2,12of12inf,狂気の
INSANELY,38683,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,非常に
INSANER,38684,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,より狂った
INSANEST,38685,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,最も狂った
INSANITARY,38686,9,3.52260026191005e-10,2.3277851671423447e-10,1.1925337993158014e-07,9,0,0,0,0,0,0,0,0,5,12of12inf,不衛生な
INSANITIES,38687,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,狂気
INSANITY,38688,2138,8.368132622181876e-08,4.889577976905041e-08,2.2712206755274564e-06,1236,0,0,0,0,0,0,0,0,4,12of12inf,狂気
INSATIABILITIES,38689,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,貪欲
INSATIABILITY,38690,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,貪欲
INSATIABLE,38691,298,1.1663720867213277e-08,9.548876283935637e-09,8.730547357725261e-07,241,0,0,0,0,0,0,0,0,4,12of12inf,貪欲な
INSATIABLY,38692,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,貪欲に
INSCRIBE,38693,816,3.1938242374651125e-08,1.4449027100386718e-08,9.038373525893926e-07,673,0,0,0,0,0,0,0,0,2,12of12inf,記入する
INSCRIBED,38694,16093,6.29880066832427e-07,3.580604748858559e-07,5.157095056509395e-06,11832,0,0,0,0,0,0,0,0,2,12of12inf,記入済み
INSCRIBER,38695,140,5.479600407415633e-09,1.8747229446503124e-09,3.152094766961103e-07,54,0,0,0,0,0,0,0,0,3,12of12inf,記入者
INSCRIBERS,38696,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,記入者たち
INSCRIBES,38697,27,1.0567800785730147e-09,6.32207212065014e-10,1.598641793988923e-07,27,0,0,0,0,0,0,0,0,2,12of12inf,記入する
INSCRIBING,38698,70,2.739800203707816e-09,1.3714139654819883e-09,3.570742110293039e-07,38,0,0,0,0,0,0,0,0,3,12of12inf,記入中
INSCRIPTION,38699,5631,2.203973563868388e-07,1.2272322930414946e-07,4.752489764824475e-06,3873,0,0,0,0,0,0,0,0,3,12of12inf,銘文
INSCRIPTIONS,38700,450,1.7613001309550253e-08,1.0975237022331397e-08,1.1691870475965252e-06,252,0,0,0,0,0,0,0,0,3,12of12inf,記載
INSCRUTABILITIES,38701,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,不可解性
INSCRUTABILITY,38702,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,不可解性
INSCRUTABLE,38703,4,1.5656001164044664e-10,7.286669319122804e-11,4.091200105581604e-08,4,0,0,0,0,0,0,0,0,4,12of12inf,不可解な
INSCRUTABLENESS,38704,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,不可解さ
INSCRUTABLENESSES,38705,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,不可解さ
INSCRUTABLY,38706,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,不可解に
INSEAM,38707,80,3.131200232808933e-09,2.212038130891989e-09,4.65228746322081e-07,49,0,0,0,0,0,0,0,0,2,12of12inf,股下
INSEAMS,38708,20,7.82800058202233e-10,3.9910935183355215e-10,1.3872719798333608e-07,11,0,0,0,0,0,0,0,0,2,12of12inf,股下
INSECT,38709,12032,4.709325150144635e-07,4.394114482170593e-07,1.607441126699583e-05,4680,0,0,0,0,0,0,0,0,2,12of12inf,昆虫
INSECTICIDAL,38710,668,2.6145521943954597e-08,2.408971948137464e-08,5.520678536206308e-06,135,0,0,0,0,0,0,0,0,5,12of12inf,殺虫性の
INSECTICIDE,38711,10082,3.946095093397458e-07,2.903719841584915e-07,1.1812720042042603e-05,6514,0,0,0,0,0,0,0,0,4,12of12inf,殺虫剤
INSECTICIDES,38712,7247,2.8364760108957925e-07,3.0336268262118815e-07,1.2805175905518952e-05,3087,0,0,0,0,0,0,0,0,4,12of12inf,殺虫剤
INSECTIVORE,38713,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,昆虫食動物
INSECTIVORES,38714,1,3.914000291011166e-11,2.2700044355695082e-12,2.511928896051027e-09,1,0,0,0,0,0,0,0,0,4,12of12inf,昆虫食動物
INSECTIVOROUS,38715,9,3.52260026191005e-10,2.043003992012557e-11,2.2607360064459244e-08,1,0,0,0,0,0,0,0,0,5,12of12inf,昆虫食の
INSECTS,38716,6846,2.679524599226245e-07,2.3402435312627283e-07,7.485874870256569e-06,4292,0,0,0,0,0,0,0,0,2,12of12inf,昆虫
INSECURE,38717,7792,3.049789026755901e-07,2.163922453695262e-07,5.200944905323846e-06,4618,2009,0,0,0,0,0,0,0,3,12of12inf,不安定な
INSECURELY,38718,6,2.3484001746067e-10,1.6675560250275144e-10,8.710489255158808e-08,6,0,0,0,0,0,0,0,0,4,12of12inf,不安定に
INSECURITIES,38719,118,4.618520343393176e-09,5.552638082299975e-09,9.533511217675366e-07,107,0,0,0,0,0,0,0,0,5,12of12inf,不安
INSECURITY,38720,3139,1.228604691348405e-07,9.392542050524904e-08,3.668961287223825e-06,2162,0,0,0,0,0,0,0,0,5,12of12inf,不安
INSEMINATE,38721,20,7.82800058202233e-10,1.131033330191729e-09,3.414291064521237e-07,16,0,0,0,0,0,0,0,0,4,12of12inf,受精させる
INSEMINATED,38722,110,4.305400320112283e-09,3.3245381230413596e-09,9.144728737456104e-07,33,0,0,0,0,0,0,0,0,5,12of12inf,受精させた
INSEMINATES,38723,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,受精させる
INSEMINATING,38724,14,5.479600407415633e-10,5.020934362665383e-10,1.794323828505972e-07,13,0,0,0,0,0,0,0,0,5,12of12inf,受精中
INSEMINATION,38725,1139,4.458046331461719e-08,4.461173073918044e-08,5.378111730454046e-06,346,0,0,0,0,0,0,0,0,5,12of12inf,受精
INSEMINATIONS,38726,9,3.52260026191005e-10,6.548702113128407e-10,2.9028753907591105e-07,9,0,0,0,0,0,0,0,0,5,12of12inf,受精
INSENSATE,38727,2,7.828000582022332e-11,2.0854535730298387e-11,1.632024236367078e-08,2,0,0,0,0,0,0,0,0,3,12of12inf,無感覚な
INSENSIBILITIES,38728,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,無感覚
INSENSIBILITY,38729,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,無感覚
INSENSIBLE,38730,5,1.9570001455055826e-10,1.8652110234018567e-10,1.0169799239658433e-07,5,0,0,0,0,0,0,0,0,4,12of12inf,無感覚
INSENSIBLY,38731,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,無感覚に
INSENSITIVE,38732,3691,1.4446575074122218e-07,1.2207986275697441e-07,3.4832221118720105e-06,3159,2009,0,0,0,0,0,0,0,4,12of12inf,無神経
INSENSITIVELY,38733,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,無神経に
INSENSITIVITIES,38734,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,無神経さ
INSENSITIVITY,38735,1061,4.152754308762847e-08,3.5236588651678404e-08,2.1710979263193286e-06,871,0,0,0,0,0,0,0,0,6,12of12inf,無感覚性
INSENTIENCE,38736,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,無感情
INSENTIENCES,38737,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,無感情さ
INSENTIENT,38738,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,無感情の
INSEPARABILITIES,38739,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,12of12inf,不可分性
INSEPARABILITY,38740,57,2.2309801658763647e-09,1.9137619962685622e-09,4.505043918262522e-07,41,0,0,0,0,0,0,0,0,7,12of12inf,不可分性
INSEPARABLE,38741,4403,1.7233343281322169e-07,1.2671494581239485e-07,3.869377941356361e-06,3056,0,0,0,0,0,0,0,0,5,12of12inf,不可分
INSEPARABLES,38742,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,不可分のもの
INSEPARABLY,38743,74,2.8963602153482632e-09,1.7904581490610922e-09,3.7331545555869297e-07,53,0,0,0,0,0,0,0,0,5,12of12inf,不可分に
INSERT,38744,156279,6.116760514789341e-06,2.8100424568879693e-06,4.453863792998152e-05,42485,0,0,0,0,0,0,0,0,2,12of12inf,挿入する
INSERTED,38745,138980,5.439677604447319e-06,3.029135445652884e-06,2.590911677633013e-05,70050,0,0,0,0,0,0,0,0,3,12of12inf,挿入された
INSERTING,38746,78224,3.061687587640575e-06,2.2391313883250995e-06,3.780447116685272e-05,21147,0,0,0,0,0,0,0,0,3,12of12inf,挿入中
INSERTION,38747,30987,1.2128312701756302e-06,9.128957834594468e-07,1.9126576016271715e-05,14150,0,0,0,0,0,0,0,0,3,12of12inf,挿入
INSERTIONS,38748,19488,7.627603767122561e-07,2.4248166328695293e-07,4.374857197788072e-06,10175,0,0,0,0,0,0,0,0,3,12of12inf,挿入物
INSERTS,38749,26268,1.028129596442813e-06,8.792228255890466e-07,1.887812643388288e-05,11615,0,0,0,0,0,0,0,0,2,12of12inf,挿入する
INSERVERABLE,38750,5,1.9570001455055826e-10,5.793902741032143e-11,2.8766044692138145e-08,5,0,0,0,0,0,0,0,0,5,10K_2020,不可切分
INSET,38751,645,2.5245301877022025e-08,1.5856425442696168e-08,2.34969460785408e-06,319,0,0,0,0,0,0,0,0,2,12of12inf,挿入図
INSETS,38752,64,2.5049601862471463e-09,1.867185155559117e-09,4.056205670514646e-07,46,0,0,0,0,0,0,0,0,2,12of12inf,挿入図
INSETTED,38753,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,挿入された
INSETTING,38754,4,1.5656001164044664e-10,2.404193805007275e-10,2.106967439119703e-07,4,0,0,0,0,0,0,0,0,3,12of12inf,挿入中
INSHORE,38755,537,2.1018181562729963e-08,3.23578655456122e-08,3.4105428308948373e-06,251,0,0,0,0,0,0,0,0,2,12of12inf,沿岸の
INSIDE,38756,177396,6.943279956242169e-06,5.137222794442383e-06,3.64364863020574e-05,88607,0,0,0,0,0,0,0,0,2,12of12inf,内側
INSIDER,38757,253687,9.929309918257498e-06,6.742503789024407e-06,6.45856329630691e-05,109089,0,0,0,0,0,0,0,0,3,12of12inf,インサイダー
INSIDERS,38758,78232,3.0620007076638555e-06,2.275549129027996e-06,2.556952753682561e-05,37203,0,0,0,0,0,0,0,0,3,12of12inf,インサイダー
INSIDES,38759,106,4.148840308471837e-09,4.329497163688825e-09,7.716348181343582e-07,87,0,0,0,0,0,0,0,0,2,12of12inf,内部
INSIDIOUS,38760,161,6.301540468527978e-09,5.90454546864617e-09,7.159531431867396e-07,139,0,0,0,0,0,0,0,0,4,12of12inf,陰険な
INSIDIOUSLY,38761,16,6.262400465617866e-10,2.8913369408469987e-10,1.1431144764441425e-07,15,0,0,0,0,0,0,0,0,5,12of12inf,陰険に
INSIDIOUSNESS,38762,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,陰険さ
INSIDIOUSNESSES,38763,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,陰険さ
INSIGHT,38764,137051,5.364176538833714e-06,4.93810235656573e-06,0.0001644626066074,52295,0,0,0,0,0,0,0,0,2,12of12inf,洞察
INSIGHTFUL,38765,1856,7.264384540116725e-08,5.5159223281344144e-08,7.093586953384168e-06,1303,0,2009,0,0,0,0,0,0,3,12of12inf,洞察力のある
INSIGHTS,38766,67363,2.636588016033852e-06,1.6645261461040905e-06,2.2148374094072643e-05,29973,0,0,0,0,0,0,0,0,2,12of12inf,洞察
INSIGNE,38767,12,4.6968003492134e-10,9.69693090933664e-11,6.68320474520831e-08,3,0,0,0,0,0,0,0,0,3,12of12inf,記章
INSIGNIA,38768,64900,2.540186188866247e-06,6.982422076622455e-06,0.0001539821409211,6996,0,0,0,0,0,0,0,0,4,12of12inf,記章
INSIGNIAS,38769,482,1.8865481402673823e-08,1.2517979451970845e-08,3.001985756848872e-06,342,0,0,0,0,0,0,0,0,4,12of12inf,記章
INSIGNIFICANCE,38770,2836,1.110010482530767e-07,1.2327007030761357e-07,4.184109249546276e-06,2254,0,0,0,0,0,0,0,0,5,12of12inf,無意味
INSIGNIFICANCES,38771,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,無意味
INSIGNIFICANT,38772,237396,9.291680130848869e-06,9.960369581636157e-06,4.4651261774126894e-05,139866,0,0,0,0,0,0,0,0,5,12of12inf,些細な
INSIGNIFICANTLY,38773,483,1.8904621405583934e-08,2.33509648122816e-08,2.136379603637233e-06,407,0,0,0,0,0,0,0,0,6,12of12inf,些細に
INSINCERE,38774,2,7.828000582022332e-11,8.897217938074745e-12,6.963963286351972e-09,2,0,0,0,0,0,0,0,0,3,12of12inf,不誠実な
INSINCERELY,38775,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,不誠実に
INSINCERITIES,38776,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,不誠実さ
INSINCERITY,38777,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,不誠実
INSINUATE,38778,106,4.148840308471837e-09,1.6965026459811419e-09,2.287740767343131e-07,106,0,0,0,0,0,0,0,0,4,12of12inf,ほのめかす
INSINUATED,38779,5,1.9570001455055826e-10,1.3448920059976175e-10,6.755025271865996e-08,5,0,0,0,0,0,0,0,0,5,12of12inf,ほのめかされた
INSINUATES,38780,5,1.9570001455055826e-10,5.617696967276614e-10,3.527801571335294e-07,5,0,0,0,0,0,0,0,0,4,12of12inf,ほのめかす
INSINUATING,38781,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,ほのめかす
INSINUATION,38782,4,1.5656001164044664e-10,9.626346045317679e-11,6.02387640235819e-08,4,0,0,0,0,0,0,0,0,5,12of12inf,ほのめかし
INSINUATIONS,38783,49,1.9178601425954715e-09,1.188838407139239e-09,4.033704846479753e-07,29,0,0,0,0,0,0,0,0,5,12of12inf,ほのめかし
INSINUATIVE,38784,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,ほのめかす様な
INSINUATOR,38785,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,ほのめかす人
INSINUATORS,38786,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,ほのめかす人々
INSIPID,38787,2,7.828000582022332e-11,4.3842514937244364e-11,4.851500658798633e-08,1,0,0,0,0,0,0,0,0,3,12of12inf,単調な
INSIPIDITIES,38788,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,味気なさ
INSIPIDITY,38789,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,味気なさ
INSIPIDLY,38790,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,淡々と
INSIST,38791,57157,2.2371251463332525e-06,1.0785210040350071e-06,1.0902403600766845e-05,31570,0,0,0,0,0,0,2009,0,2,12of12inf,主張する
INSISTED,38792,1052,4.1175283061437474e-08,6.725417070678207e-08,4.03726068405706e-06,873,0,0,0,0,0,0,2009,0,3,12of12inf,主張した
INSISTENCE,38793,2030,7.945420590752668e-08,5.913816953447211e-08,3.246231562745057e-06,1339,0,0,0,0,0,0,2009,0,3,12of12inf,主張
INSISTENCES,38794,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,主張
INSISTENT,38795,61,2.3875401775168114e-09,3.7432681787692675e-09,7.573509791157053e-07,55,0,0,0,0,0,0,0,0,3,12of12inf,しつこい
INSISTENTLY,38796,1,3.914000291011166e-11,1.7167066610667228e-11,1.8996637188926475e-08,1,0,0,0,0,0,0,0,0,4,12of12inf,しつこく
INSISTING,38797,1689,6.61074649151786e-08,3.2427033275898963e-08,1.6431872292765037e-06,1204,0,0,0,0,0,0,2009,0,3,12of12inf,主張している
INSISTINGLY,38798,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,主張するように
INSISTS,38799,897,3.510858261037016e-08,3.1032565946879505e-08,1.7636409080588306e-06,687,0,0,0,0,0,0,2009,0,2,12of12inf,主張する
INSOBRIETIES,38800,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,泥酔
INSOBRIETY,38801,905,3.5421702633651056e-08,2.0769498449410124e-08,1.3187147553356351e-06,516,0,0,0,0,0,0,0,0,5,12of12inf,泥酔
INSOFAR,38802,144832,5.668724901477292e-06,3.433195362297934e-06,2.5966870711768628e-05,72317,0,0,0,2009,0,0,0,0,3,12of12inf,〜の範囲で
INSOLE,38803,813,3.182082236592078e-08,2.9415285207860625e-08,3.927604381362014e-06,203,0,0,0,0,0,0,0,0,2,12of12inf,中敷き
INSOLENCE,38804,1,3.914000291011166e-11,5.523422086369913e-12,6.11207772391782e-09,1,0,0,0,0,0,0,0,0,3,12of12inf,無礼
INSOLENCES,38805,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,無礼
INSOLENT,38806,12,4.6968003492134e-10,4.77287085843729e-10,2.1104653916374321e-07,12,0,0,0,0,0,0,0,0,3,12of12inf,無礼な
INSOLENTLY,38807,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,無礼に
INSOLES,38808,399,1.5616861161134554e-08,1.4179110286282208e-08,1.4313315523051623e-06,232,0,0,0,0,0,0,0,0,3,12of12inf,中敷き
INSOLUBILITIES,38809,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,不溶性
INSOLUBILITY,38810,108,4.2271203142920596e-09,4.6163485243604765e-09,6.85246439373233e-07,89,0,0,0,0,0,0,0,0,6,12of12inf,不溶性
INSOLUBLE,38811,3207,1.255219893327281e-07,9.516591641682284e-08,3.5870156788910804e-06,1941,0,0,0,0,0,0,0,0,4,12of12inf,不溶性の
INSOLUBLY,38812,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,不溶に
INSOLVABLE,38813,8,3.131200232808933e-10,2.690795537257385e-10,1.280775722354177e-07,7,0,0,0,0,0,0,0,0,4,12of12inf,解決不能な
INSOLVENCIES,38814,12754,4.991915971155641e-07,3.999222369589599e-07,7.317877351799041e-06,8765,2009,0,0,0,0,0,0,0,4,12of12inf,破産
INSOLVENCY,38815,879369,3.441850521906198e-05,1.471426228452969e-05,5.303305207118653e-05,192924,2009,0,0,0,0,0,0,0,4,12of12inf,破産
INSOLVENT,38816,227864,8.918597623109684e-06,4.903132825928683e-06,3.140694496692393e-05,100395,2009,0,0,0,0,0,0,0,3,12of12inf,破産した
INSOLVENTS,38817,14,5.479600407415633e-10,2.550671611142204e-10,1.171531791190903e-07,13,0,0,0,0,0,0,0,0,3,12of12inf,倒産者
INSOMNIA,38818,9668,3.784055481349596e-07,2.505616477943034e-07,1.2426336742631929e-05,2283,0,0,0,0,0,0,0,0,4,12of12inf,不眠症
INSOMNIAC,38819,74,2.8963602153482632e-09,1.0319082915770943e-09,2.390239747372799e-07,32,0,0,0,0,0,0,0,0,4,12of12inf,不眠症患者
INSOMNIACS,38820,18,7.045200523820101e-10,1.1474812339221052e-09,5.932241255233808e-07,13,0,0,0,0,0,0,0,0,4,12of12inf,インソムニアクス
INSOMNIAS,38821,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,不眠症
INSOMUCH,38822,241,9.432740701336912e-09,1.2509446964994241e-08,1.2861390181242052e-06,210,0,0,0,0,0,0,0,0,3,12of12inf,そのような
INSOUCIANCE,38823,1,3.914000291011166e-11,1.8290134954894755e-11,2.0239395917456253e-08,1,0,0,0,0,0,0,0,0,4,12of12inf,無関心
INSOUCIANCES,38824,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,無関心
INSOUCIANT,38825,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,無頓着な
INSOURCE,38826,1795,7.025630522365043e-08,5.5827875248775044e-08,6.698173417773888e-06,964,0,0,0,0,0,0,0,0,2,10K_2018,インソース
INSOURCED,38827,1202,4.704628349795422e-08,2.8288251918029613e-08,2.027722052154257e-06,579,0,0,0,0,0,0,0,0,2,10K_2018,内製化された
INSOURCING,38828,3435,1.3444590999623356e-07,1.1287943019934157e-07,6.5360485247391565e-06,1964,0,0,0,0,0,0,0,0,3,10K_2010,内製化
INSPECT,38829,208291,8.15251034615007e-06,4.054606722293029e-06,2.403422038973633e-05,93361,0,0,0,0,0,0,0,0,2,12of12inf,検査する
INSPECTED,38830,64957,2.5424171690321232e-06,2.2173894976372445e-06,2.3379348979723863e-05,43690,0,0,0,0,0,0,0,0,3,12of12inf,検査された
INSPECTING,38831,26009,1.0179923356890942e-06,5.371616950693572e-07,7.530149880780976e-06,16804,0,0,0,0,0,0,0,0,3,12of12inf,検査中
INSPECTION,38832,742959,2.9079417422093653e-05,1.6752271120610095e-05,9.067912753502512e-05,190700,0,0,0,0,0,0,0,0,3,12of12inf,検査
INSPECTIONS,38833,337517,1.3210416362212158e-05,7.171575435084151e-06,3.5119444266224124e-05,124785,0,0,0,0,0,0,0,0,3,12of12inf,検査
INSPECTOR,38834,106351,4.1625784494932856e-06,2.546129753837594e-06,2.5059408714374768e-05,39982,0,0,0,0,0,0,0,0,3,12of12inf,検査官
INSPECTORATE,38835,1969,7.706666573000989e-08,6.330604618396557e-08,5.772648804718064e-06,858,0,0,0,0,0,0,0,0,4,12of12inf,検査局
INSPECTORATES,38836,44,1.722160128044913e-09,8.052683510130525e-10,1.66982524949915e-07,41,0,0,0,0,0,0,0,0,4,12of12inf,検査局
INSPECTORS,38837,105322,4.122303386498781e-06,2.435716069384222e-06,2.946581096324581e-05,24153,0,0,0,0,0,0,0,0,3,12of12inf,検査官
INSPECTS,38838,12222,4.783691155673847e-07,3.2864807601656085e-07,5.157969115588521e-06,10378,0,0,0,0,0,0,0,0,2,12of12inf,検査する
INSPIRATION,38839,4615,1.806311134301653e-07,1.5163225428373318e-07,8.213709948979138e-06,2628,0,2009,0,0,0,0,0,0,4,12of12inf,インスピレーション
INSPIRATIONAL,38840,2412,9.440568701918933e-08,1.1759825675520996e-07,7.76579862753896e-06,1093,0,2009,0,0,0,0,0,0,5,12of12inf,インスピレーショナル
INSPIRATIONS,38841,592,2.3170881722786106e-08,3.676523280198905e-08,5.290107369534912e-06,242,0,0,0,0,0,0,0,0,4,12of12inf,インスピレーション
INSPIRATORY,38842,444,1.7378161292089578e-08,1.1710418811894136e-08,2.2551838686716933e-06,196,0,0,0,0,0,0,0,0,5,10K_2010,吸気性
INSPIRE,38843,20156,7.889058986562107e-07,5.59435022766292e-07,4.5960155836732353e-05,4967,0,0,0,0,0,0,0,0,2,12of12inf,インスパイアする
INSPIRED,38844,12506,4.894848763938565e-07,4.037814412000429e-07,1.1087742318581349e-05,6728,0,0,0,0,0,0,0,0,2,12of12inf,インスパイアされた
INSPIRES,38845,1354,5.299556394029119e-08,3.144155693095535e-08,1.413113718722498e-06,1155,0,0,0,0,0,0,0,0,2,12of12inf,インスパイアする
INSPIRING,38846,3435,1.3444590999623356e-07,8.996962517462335e-08,3.0285104441645138e-06,2423,0,0,0,0,0,0,0,0,3,12of12inf,インスパイアリング
INSPIRIT,38847,168,6.5755204888987595e-09,6.457246310125016e-09,1.4363575174688455e-06,30,0,0,0,0,0,0,0,0,3,12of12inf,鼓舞する
INSPIRITED,38848,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,鼓舞された
INSPIRITING,38849,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,鼓舞している
INSPIRITS,38850,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,インスピリッツ
INSTABILITIES,38851,4270,1.671278124261768e-07,1.7449741418353285e-07,4.827549157273006e-06,3186,0,0,2009,0,0,0,0,0,5,12of12inf,不安定性
INSTABILITY,38852,242076,9.474855344468193e-06,7.368967641787735e-06,3.019015675240493e-05,143014,2009,0,2009,0,0,0,0,0,5,12of12inf,不安定
INSTABLE,38853,66,2.583240192067369e-09,2.31544484785496e-09,4.225794212190116e-07,64,0,0,0,0,0,0,0,0,3,10K_2009,不安定な
INSTAL,38854,249,9.745860724617804e-09,6.0894661495039585e-09,9.58992753542542e-07,153,0,0,0,0,0,0,0,0,2,12of12inf,取り付ける
INSTALL,38855,275259,1.0773638061034426e-05,7.468773041844349e-06,4.1614628761210976e-05,98516,0,0,0,0,0,0,0,0,2,12of12inf,インストールする
INSTALLABLE,38856,582,2.2779481693684987e-08,1.686087267053297e-08,1.273881124162586e-06,459,0,0,0,0,0,0,0,0,0,10K_2014,インストール可能
INSTALLATION,38857,949913,3.71795975843529e-05,3.321174078543968e-05,0.0001454230716908,213844,0,0,0,0,0,0,0,0,4,12of12inf,インストール
INSTALLATIONS,38858,178607,6.990678499766314e-06,6.061732933894657e-06,4.943499569959991e-05,62127,0,0,0,0,0,0,0,0,4,12of12inf,設置
